ID, Ano Nascimento, Escolaridade, Estado Civil, Renda Anual, Vinhos, Carnes, Compras em Sites, Compras em Lojas Físicas
10735, 1971, Graduation, Single, 22804.0, 14, 1, 1, 0
965, 1971, Graduation, Divorced, 55635.0, 235, 65, 4, 3
2452, 1971, Graduation, Together, 34600.0, 199, 33, 5, 2
247, 1971, Graduation, Married, 36715.0, 172, 10, 6, 2
6941, 1971, Graduation, Single, 31632.0, 17, 8, 1, 1
5939, 1971, Graduation, Together, 38232.0, 43, 5, 4, 1
701, 1971, Graduation, Married, 73691.0, 707, 21, 2, 2
9392, 1971, Graduation, Single, 26954.0, 4, 1, 1, 0
9216, 1971, Graduation, Married, 35788.0, 23, 2, 2, 0
10736, 1971, Graduation, Single, 72258.0, 522, 0, 2, 9
2337, 1971, Graduation, Divorced, 29819.0, 9, 1, 3, 0
378, 1971, Graduation, Married, 52531.0, 283, 112, 2, 2
8082, 1971, Graduation, Married, 25721.0, 1, 3, 1, 1
5068, 1971, Graduation, Single, 22804.0, 14, 1, 1, 0
8643, 1971, Graduation, Together, 69930.0, 252, 98, 1, 5
9220, 1971, Graduation, Single, 91700.0, 576, 172, 1, 6
5204, 1971, Graduation, Together, 74538.0, 380, 98, 1, 8
2154, 1971, Graduation, Widow, 30372.0, 15, 0, 3, 0
4927, 1971, Graduation, Together, 16626.0, 8, 3, 3, 0
2656, 1971, Graduation, Divorced, 40851.0, 23, 1, 1, 1
3254, 1971, Graduation, Married, 70886.0, 407, 70, 1, 4
948, 1971, Graduation, Single, 10245.0, 4, 7, 3, 2
6862, 1971, Graduation, Divorced, 1730.0, 1, 1, 15, 0
1628, 1971, Graduation, Together, 71796.0, 354, 21, 1, 3
3673, 1971, Graduation, Single, 55239.0, 371, 17, 3, 5
4095, 1971, Graduation, Married, 37150.0, 167, 37, 8, 3
8842, 1971, Graduation, Widow, 30372.0, 15, 0, 3, 0
9668, 1971, Graduation, Married, 18793.0, 4, 16, 3, 0
7414, 1971, Graduation, Married, 43824.0, 96, 1, 4, 1
6230, 1971, Graduation, Divorced, 44421.0, 110, 5, 5, 0
9256, 1971, Graduation, Single, 58350.0, 493, 26, 4, 3
7022, 1971, Graduation, Married, 76445.0, 739, 107, 1, 5
7261, 1971, Graduation, Together, 34600.0, 199, 33, 5, 2
843, 1971, Graduation, Married, 64722.0, 303, 0, 4, 2
2589, 1972, Graduation, Divorced, 26759.0, 25, 3, 2, 1
9958, 1972, Graduation, Married, 65685.0, 642, 14, 1, 2
2176, 1972, Graduation, Married, 80134.0, 1218, 16, 2, 3
3439, 1972, Graduation, Married, 56721.0, 157, 6, 5, 1
2324, 1972, Graduation, Together, 77044.0, 625, 38, 2, 11
4290, 1972, Graduation, Married, 30467.0, 1, 3, 1, 0
11100, 1972, Graduation, Divorced, 51813.0, 51, 2, 2, 0
10219, 1972, Graduation, Together, 31590.0, 6, 2, 1, 0
9121, 1972, Graduation, Married, 80134.0, 1218, 16, 2, 3
961, 1972, Graduation, Married, 74716.0, 133, 27, 2, 3
2350, 1972, Graduation, Married, 59666.0, 623, 53, 7, 2
7165, 1972, Graduation, Together, 64474.0, 381, 35, 2, 2
9145, 1972, Graduation, Single, 72504.0, 604, 26, 2, 9
5654, 1972, Graduation, Married, 36026.0, 20, 4, 2, 0
3598, 1972, Graduation, Married, 62710.0, 441, 35, 4, 2
5585, 1972, Graduation, Single, 21359.0, 12, 2, 2, 0
1362, 1972, Graduation, Single, 31907.0, 33, 87, 1, 1
5788, 1972, Graduation, Together, 46053.0, 56, 10, 3, 2
2392, 1972, Graduation, Married, 40321.0, 44, 4, 2, 0
2157, 1972, Graduation, Together, 26290.0, 15, 8, 4, 0
195, 1972, Graduation, Single, 38808.0, 125, 17, 4, 1
3900, 1972, Graduation, Married, 65685.0, 642, 14, 1, 2
7233, 1972, Graduation, Married, 69209.0, 496, 32, 2, 3
4444, 1972, Graduation, Married, 30023.0, 11, 0, 1, 0
1143, 1972, Graduation, Married, 22063.0, 7, 10, 2, 0
3722, 1972, Graduation, Single, 44503.0, 31, 1, 2, 0
2375, 1972, Graduation, Together, 30261.0, 8, 0, 1, 0
4099, 1972, Graduation, Married, 30675.0, 10, 2, 1, 0
2371, 1972, Graduation, Married, 33622.0, 39, 1, 3, 0
4148, 1972, Graduation, Married, 38988.0, 164, 24, 7, 1
2088, 1972, Graduation, Together, 84906.0, 997, 15, 1, 6
6658, 1972, Graduation, Together, 59868.0, 771, 51, 7, 2
10084, 1972, Graduation, Married, 24434.0, 3, 2, 2, 1
8443, 1972, Graduation, Single, 24762.0, 6, 10, 3, 1
1920, 1972, Graduation, Married, 40321.0, 44, 4, 2, 0
9757, 1972, Graduation, Together, 84906.0, 997, 15, 1, 6
5883, 1972, Graduation, Married, 77981.0, 138, 120, 3, 4
8504, 1973, Graduation, Married, 79593.0, 350, 60, 1, 6
3158, 1973, Graduation, Married, 32300.0, 13, 3, 1, 0
1523, 1973, Graduation, Married, 59041.0, 69, 2, 2, 0
5287, 1973, Graduation, Married, 34961.0, 45, 2, 3, 1
326, 1973, Graduation, Married, 51148.0, 235, 6, 4, 1
5136, 1973, Graduation, Single, 65333.0, 654, 7, 7, 4
8923, 1973, Graduation, Single, 83917.0, 514, 22, 1, 7
3749, 1973, Graduation, Together, 73926.0, 627, 91, 1, 5
10722, 1973, Graduation, Together, 55593.0, 293, 8, 2, 6
3678, 1973, Graduation, Widow, 60208.0, 488, 23, 11, 3
7072, 1973, Graduation, Married, 67432.0, 432, 79, 2, 5
1212, 1973, Graduation, Married, 52845.0, 384, 25, 3, 8
11110, 1973, Graduation, Single, 3502.0, 2, 1, 0, 0
1020, 1973, Graduation, Married, 79593.0, 350, 60, 1, 6
1928, 1973, Graduation, Married, 31814.0, 35, 3, 2, 0
7297, 1973, Graduation, Single, 7500.0, 5, 3, 4, 1
9977, 1973, Graduation, Divorced, 78901.0, 321, 11, 3, 3
10489, 1973, Graduation, Married, 92955.0, 693, 21, 1, 7
10430, 1973, Graduation, Divorced, 89694.0, 1126, 28, 3, 3
2478, 1973, Graduation, Married, 25410.0, 2, 2, 1, 0
10701, 1973, Graduation, Married, 65308.0, 713, 0, 1, 8
2727, 1973, Graduation, Together, 57100.0, 181, 21, 1, 3
274, 1973, Graduation, Single, 34853.0, 9, 3, 2, 0
8595, 1973, Graduation, Widow, 42429.0, 55, 0, 2, 1
4098, 1973, Graduation, Married, 24639.0, 20, 3, 3, 0
7441, 1973, Graduation, Divorced, 71128.0, 958, 159, 3, 10
3231, 1973, Graduation, Married, 37971.0, 5, 4, 1, 0
7011, 1973, Graduation, Married, 33471.0, 43, 2, 3, 0
2870, 1973, Graduation, Married, 49094.0, 376, 0, 5, 3
4643, 1973, Graduation, Married, 27803.0, 8, 26, 2, 0
7232, 1973, Graduation, Widow, 42429.0, 55, 0, 2, 1
793, 1973, Graduation, Married, 20895.0, 18, 3, 1, 0
1176, 1973, Graduation, Married, 26228.0, 2, 6, 1, 0
8140, 1973, Graduation, Together, 22682.0, 10, 14, 3, 1
10897, 1974, Graduation, Married, 67445.0, 757, 80, 5, 6
8663, 1974, Graduation, Divorced, 39996.0, 11, 0, 1, 0
9974, 1974, Graduation, Married, 30631.0, 15, 6, 1, 1
11056, 1974, Graduation, Married, 72099.0, 546, 91, 1, 4
10432, 1974, Graduation, Divorced, 19346.0, 2, 0, 1, 0
7617, 1974, Graduation, Single, 42373.0, 67, 5, 5, 1
10089, 1974, Graduation, Divorced, 102692.0, 168, 148, 1, 9
3846, 1974, Graduation, Married, 42557.0, 192, 5, 4, 1
6961, 1974, Graduation, Married, 26751.0, 1, 1, 1, 0
6818, 1974, Graduation, Married, 44989.0, 98, 0, 5, 1
6534, 1974, Graduation, Together, 47889.0, 29, 0, 1, 0
520, 1974, Graduation, Married, 34421.0, 3, 3, 1, 0
1077, 1974, Graduation, Together, 56715.0, 258, 105, 1, 3
7848, 1974, Graduation, Single, 49166.0, 224, 2, 2, 3
5031, 1974, Graduation, Together, 83145.0, 777, 35, 1, 9
10104, 1974, Graduation, Together, 33590.0, 4, 0, 1, 0
9967, 1974, Graduation, Divorced, 53034.0, 160, 15, 8, 1
5866, 1974, Graduation, Together, 48186.0, 97, 3, 3, 1
5562, 1974, Graduation, Married, 60093.0, 502, 12, 2, 2
6661, 1974, Graduation, Married, 67445.0, 757, 80, 5, 6
1743, 1974, Graduation, Single, 69719.0, 273, 86, 1, 3
3083, 1974, Graduation, Married, 45837.0, 215, 13, 5, 2
8372, 1974, Graduation, Married, 34421.0, 3, 3, 1, 0
368, 1974, Graduation, Married, 40049.0, 91, 65, 3, 2
7807, 1974, Graduation, Married, 44989.0, 98, 0, 5, 1
1321, 1974, Graduation, Married, 26067.0, 22, 2, 3, 0
5462, 1974, Graduation, Married, 67445.0, 757, 80, 5, 6
6977, 1974, Graduation, Together, 75702.0, 1073, 0, 1, 5
10640, 1974, Graduation, Together, 44392.0, 87, 5, 5, 1
8346, 1974, Graduation, Single, 32233.0, 138, 15, 2, 2
1839, 1974, Graduation, Single, 43322.0, 56, 7, 1, 0
10858, 1975, Graduation, Together, 76532.0, 355, 30, 4, 5
5538, 1975, Graduation, Divorced, 83829.0, 897, 161, 0, 7
1406, 1975, Graduation, Single, 53201.0, 280, 7, 8, 3
1764, 1975, Graduation, Single, 33955.0, 100, 2, 4, 1
1388, 1975, Graduation, Single, 33249.0, 6, 10, 2, 1
1676, 1975, Graduation, Married, 43057.0, 213, 2, 4, 2
3426, 1975, Graduation, Divorced, 70300.0, 1045, 61, 3, 5
9507, 1975, Graduation, Married, 40794.0, 261, 23, 2, 3
7094, 1975, Graduation, Widow, 58330.0, 445, 53, 1, 4
4426, 1975, Graduation, Single, 55801.0, 367, 4, 6, 2
1506, 1975, Graduation, Single, 42160.0, 48, 9, 4, 1
4084, 1975, Graduation, Together, 60934.0, 224, 155, 2, 4
5084, 1975, Graduation, Widow, 58330.0, 445, 53, 1, 4
2021, 1975, Graduation, Married, 61456.0, 563, 76, 4, 10
1542, 1975, Graduation, Single, 56243.0, 347, 0, 6, 2
5555, 1975, Graduation, Divorced, 153924.0, 1, 1, 0, 0
5948, 1975, Graduation, Single, 57338.0, 143, 6, 2, 1
10837, 1975, Graduation, Married, 23957.0, 2, 1, 1, 0
10833, 1975, Graduation, Married, 65106.0, 790, 19, 3, 3
9014, 1975, Graduation, Married, 37085.0, 39, 1, 4, 0
810, 1975, Graduation, Married, 74190.0, 151, 81, 2, 2
9687, 1975, Graduation, Single, 73170.0, 184, 174, 1, 4
3422, 1975, Graduation, Married, 76068.0, 1115, 12, 1, 3
3910, 1975, Graduation, Divorced, 83829.0, 897, 161, 0, 7
979, 1975, Graduation, Single, 33249.0, 6, 10, 2, 1
11148, 1975, Graduation, Together, 22280.0, 2, 1, 1, 0
907, 1975, Graduation, Married, 46149.0, 254, 6, 5, 1
10313, 1975, Graduation, Married, 48178.0, 159, 4, 6, 1
8916, 1975, Graduation, Divorced, 36627.0, 9, 1, 1, 0
11039, 1975, Graduation, Married, 51948.0, 82, 33, 2, 2
9653, 1975, Graduation, Married, 35797.0, 27, 1, 2, 0
6616, 1975, Graduation, Together, 59481.0, 178, 3, 2, 3
2815, 1975, Graduation, Married, 33183.0, 7, 5, 2, 0
1170, 1975, Graduation, Married, 27573.0, 50, 15, 4, 1
10156, 1975, Graduation, Single, 84196.0, 215, 63, 1, 4
7428, 1975, Graduation, Together, 80144.0, 240, 132, 1, 7
3491, 1975, Graduation, Together, 55914.0, 384, 60, 4, 6
3076, 1975, Graduation, Together, 66653.0, 452, 18, 4, 2
4122, 1975, Graduation, Married, 79205.0, 504, 23, 1, 5
347, 1976, Graduation, Divorced, 40780.0, 229, 27, 4, 1
3623, 1976, Graduation, Together, 21675.0, 4, 0, 3, 0
4436, 1976, Graduation, Single, 20180.0, 18, 42, 1, 1
3107, 1976, Graduation, Together, 71322.0, 121, 24, 1, 1
2831, 1976, Graduation, Together, 78416.0, 453, 38, 2, 7
9949, 1976, Graduation, Married, 59809.0, 598, 16, 3, 3
8625, 1976, Graduation, Married, 17649.0, 15, 1, 3, 0
2408, 1976, Graduation, Married, 58597.0, 490, 0, 12, 4
4037, 1976, Graduation, Divorced, 31859.0, 3, 1, 1, 0
6233, 1976, Graduation, Married, 65991.0, 507, 19, 3, 5
1998, 1976, Graduation, Single, 37697.0, 34, 6, 1, 1
3972, 1976, Graduation, Together, 50200.0, 266, 6, 6, 1
3641, 1976, Graduation, Married, 13624.0, 10, 2, 2, 0
10882, 1976, Graduation, Married, 53858.0, 407, 53, 4, 3
10584, 1976, Graduation, Married, 65665.0, 225, 162, 1, 10
6457, 1976, Graduation, Divorced, 64892.0, 527, 24, 2, 4
7503, 1976, Graduation, Single, 75825.0, 1032, 105, 0, 8
4692, 1976, Graduation, Married, 7500.0, 7, 0, 5, 1
1371, 1976, Graduation, Single, 79941.0, 123, 164, 1, 4
2929, 1976, Graduation, Single, 20180.0, 18, 42, 1, 1
22, 1976, Graduation, Divorced, 46310.0, 185, 2, 2, 1
7386, 1976, Graduation, Divorced, 30992.0, 17, 0, 1, 0
7793, 1976, Graduation, Together, 62061.0, 641, 7, 3, 4
7822, 1976, Graduation, Together, 54058.0, 198, 18, 2, 6
7375, 1976, Graduation, Together, 51369.0, 297, 7, 2, 2
2541, 1976, Graduation, Married, 24027.0, 14, 7, 2, 0
5493, 1976, Graduation, Married, 39356.0, 15, 0, 1, 0
2698, 1976, Graduation, Single, 47025.0, 254, 7, 3, 3
9481, 1976, Graduation, Married, 17148.0, 9, 9, 4, 1
10144, 1976, Graduation, Together, 51369.0, 297, 7, 2, 2
2975, 1976, Graduation, Together, 85606.0, 717, 42, 2, 7
2404, 1976, Graduation, Married, 53359.0, 173, 4, 4, 1
3006, 1976, Graduation, Divorced, 30992.0, 17, 0, 1, 0
10032, 1976, Graduation, Divorced, 12571.0, 3, 5, 4, 1
1250, 1976, Graduation, Single, 37697.0, 34, 6, 1, 1
9303, 1976, Graduation, Married, 5305.0, 12, 4, 0, 0
967, 1976, Graduation, Married, 46049.0, 342, 9, 10, 2
4432, 1976, Graduation, Divorced, 31615.0, 2, 3, 2, 0
8852, 1976, Graduation, Married, 61064.0, 387, 126, 5, 4
6982, 1976, Graduation, Married, 74068.0, 783, 30, 1, 10
10839, 1976, Graduation, Together, 36283.0, 6, 5, 2, 0
8514, 1976, Graduation, Together, 29478.0, 8, 0, 1, 0
2162, 1976, Graduation, Married, 56939.0, 256, 34, 2, 3
2986, 1976, Graduation, Married, 30772.0, 7, 2, 1, 0
9970, 1977, Graduation, Together, 55375.0, 42, 11, 1, 1
837, 1977, Graduation, Married, 54809.0, 63, 6, 4, 1
6515, 1977, Graduation, Together, 39771.0, 6, 2, 1, 0
6424, 1977, Graduation, Together, 33178.0, 12, 6, 1, 0
6215, 1977, Graduation, Married, 31353.0, 10, 0, 2, 1
10581, 1977, Graduation, Married, 41124.0, 281, 7, 7, 3
8969, 1977, Graduation, Married, 71855.0, 548, 31, 4, 5
1331, 1977, Graduation, Single, 35790.0, 12, 6, 2, 0
7224, 1977, Graduation, Married, 31353.0, 10, 0, 2, 1
1010, 1977, Graduation, Together, 46931.0, 41, 0, 2, 1
7181, 1977, Graduation, Married, 30368.0, 35, 0, 2, 0
4864, 1977, Graduation, Married, 34380.0, 72, 7, 4, 1
11074, 1977, Graduation, Single, 85072.0, 494, 92, 1, 4
4931, 1977, Graduation, Together, 157146.0, 1, 0, 0, 28
5846, 1977, Graduation, Divorced, 40246.0, 2, 1, 1, 0
5393, 1977, Graduation, Single, 23763.0, 22, 0, 1, 0
10521, 1977, Graduation, Married, 54809.0, 63, 6, 4, 1
6295, 1977, Graduation, Married, 54233.0, 652, 8, 4, 6
2225, 1977, Graduation, Divorced, 82582.0, 510, 120, 1, 9
8685, 1977, Graduation, Married, 42014.0, 244, 15, 6, 1
5331, 1977, Graduation, Married, 74985.0, 587, 51, 1, 6
6885, 1977, Graduation, Divorced, 32952.0, 38, 0, 1, 0
2797, 1977, Graduation, Married, 72117.0, 707, 20, 1, 7
500, 1977, Graduation, Together, 96876.0, 908, 43, 1, 7
9432, 1977, Graduation, Together, 666666.0, 9, 14, 4, 1
3340, 1977, Graduation, Married, 42014.0, 244, 15, 6, 1
10971, 1977, Graduation, Single, 37774.0, 173, 8, 4, 2
5121, 1977, Graduation, Single, 56628.0, 479, 5, 2, 6
1584, 1977, Graduation, Married, 41443.0, 171, 7, 6, 1
7629, 1977, Graduation, Married, 22108.0, 5, 3, 2, 0
4786, 1977, Graduation, Married, 75330.0, 555, 82, 4, 3
5063, 1977, Graduation, Single, 28769.0, 41, 5, 3, 1
8687, 1978, Graduation, Together, 53172.0, 121, 62, 3, 3
4838, 1978, Graduation, Together, 22775.0, 5, 1, 1, 0
8737, 1978, Graduation, Divorced, 55563.0, 29, 1, 1, 0
2008, 1978, Graduation, Married, 77583.0, 372, 23, 1, 5
10207, 1978, Graduation, Together, 22775.0, 5, 1, 1, 0
322, 1978, Graduation, Together, 42554.0, 29, 1, 2, 0
2958, 1978, Graduation, Married, 28442.0, 19, 3, 3, 1
6201, 1978, Graduation, Single, 38643.0, 22, 2, 2, 0
2736, 1978, Graduation, Married, 73807.0, 366, 124, 2, 5
7393, 1978, Graduation, Together, 41580.0, 56, 5, 3, 1
8727, 1978, Graduation, Divorced, 63693.0, 587, 43, 3, 6
7732, 1978, Graduation, Married, 64813.0, 293, 0, 1, 2
3056, 1978, Graduation, Divorced, 63693.0, 587, 43, 3, 6
8492, 1978, Graduation, Together, 75437.0, 795, 0, 1, 4
2202, 1978, Graduation, Together, 41154.0, 44, 2, 1, 0
9381, 1978, Graduation, Married, 66373.0, 328, 9, 7, 2
7685, 1978, Graduation, Married, 33039.0, 30, 8, 1, 0
528, 1978, Graduation, Married, 65819.0, 267, 38, 1, 4
1710, 1978, Graduation, Single, 30168.0, 154, 20, 7, 1
4240, 1978, Graduation, Married, 17345.0, 4, 9, 2, 1
3706, 1978, Graduation, Single, 28647.0, 19, 8, 1, 2
6310, 1978, Graduation, Married, 33039.0, 30, 8, 1, 0
9384, 1978, Graduation, Married, 66373.0, 328, 9, 7, 2
9829, 1978, Graduation, Together, 28587.0, 22, 4, 3, 0
7250, 1978, Graduation, Together, 57867.0, 344, 35, 7, 2
2875, 1978, Graduation, Married, 67023.0, 444, 44, 1, 7
4653, 1978, Graduation, Together, 42011.0, 131, 0, 4, 1
1715, 1978, Graduation, Together, 25851.0, 9, 4, 2, 0
10403, 1978, Graduation, Together, 16531.0, 2, 13, 3, 0
5961, 1978, Graduation, Married, 42693.0, 8, 4, 1, 0
6384, 1978, Graduation, Divorced, 71022.0, 909, 12, 3, 2
10196, 1978, Graduation, Married, 71427.0, 212, 123, 2, 2
10821, 1978, Graduation, Married, 57113.0, 182, 4, 6, 1
6355, 1978, Graduation, Married, 44359.0, 20, 0, 3, 0
9283, 1978, Graduation, Single, 60199.0, 8, 1, 1, 0
1307, 1978, Graduation, Divorced, 41986.0, 27, 5, 3, 0
7912, 1978, Graduation, Married, 38136.0, 8, 15, 2, 1
2931, 1978, Graduation, Divorced, 71847.0, 737, 21, 0, 7
8650, 1978, Graduation, Widow, 54162.0, 5, 6, 1, 0
3629, 1978, Graduation, Single, 38557.0, 76, 3, 2, 1
10641, 1978, Graduation, Single, 7500.0, 6, 5, 4, 1
11075, 1978, Graduation, Married, 51267.0, 183, 2, 4, 3
1215, 1978, Graduation, Together, 70440.0, 690, 117, 1, 10
6619, 1978, Graduation, Married, 38415.0, 22, 1, 2, 0
4478, 1979, Graduation, Married, 63777.0, 457, 5, 8, 1
4320, 1979, Graduation, Single, 60152.0, 325, 83, 1, 4
6261, 1979, Graduation, Married, 58025.0, 270, 31, 3, 2
10381, 1979, Graduation, Single, 47691.0, 14, 0, 1, 0
5376, 1979, Graduation, Married, 2447.0, 1, 1, 15, 28
9937, 1979, Graduation, Single, 70337.0, 187, 81, 1, 2
7723, 1979, Graduation, Together, 75507.0, 709, 93, 1, 6
10582, 1979, Graduation, Married, 72063.0, 180, 32, 2, 2
8318, 1979, Graduation, Together, 90300.0, 594, 134, 0, 6
1456, 1979, Graduation, Single, 60474.0, 265, 199, 7, 2
6742, 1979, Graduation, Married, 17688.0, 2, 2, 1, 0
2447, 1979, Graduation, Together, 30545.0, 4, 12, 2, 0
1655, 1979, Graduation, Together, 34350.0, 16, 3, 1, 0
8405, 1979, Graduation, Divorced, 68274.0, 135, 25, 2, 2
5236, 1979, Graduation, Together, 77568.0, 1230, 0, 1, 2
6173, 1979, Graduation, Together, 77298.0, 425, 115, 1, 6
9964, 1979, Graduation, Single, 61825.0, 162, 50, 1, 2
6001, 1979, Graduation, Married, 56775.0, 614, 35, 2, 8
5025, 1979, Graduation, Single, 48526.0, 23, 17, 1, 1
10710, 1979, Graduation, Married, 7500.0, 5, 2, 1, 0
9289, 1979, Graduation, Married, 36781.0, 29, 1, 1, 1
234, 1979, Graduation, Divorced, 15287.0, 1, 2, 2, 1
4518, 1979, Graduation, Together, 85693.0, 386, 172, 2, 5
6055, 1979, Graduation, Married, 71626.0, 546, 72, 1, 5
5077, 1979, Graduation, Together, 77298.0, 425, 115, 1, 6
4832, 1979, Graduation, Married, 27244.0, 6, 5, 2, 2
10264, 1979, Graduation, Divorced, 15287.0, 1, 2, 2, 1
2963, 1979, Graduation, Together, 75507.0, 709, 93, 1, 6
6376, 1979, Graduation, Single, 57537.0, 191, 56, 4, 3
6856, 1979, Graduation, Together, 21645.0, 14, 0, 3, 0
2849, 1979, Graduation, Single, 60474.0, 265, 199, 7, 2
1630, 1979, Graduation, Single, 61825.0, 162, 50, 1, 2
8230, 1980, Graduation, Married, 33228.0, 22, 2, 1, 0
4543, 1980, Graduation, Married, 82497.0, 777, 129, 1, 7
5868, 1980, Graduation, Married, 19107.0, 2, 4, 2, 0
1581, 1980, Graduation, Married, 37406.0, 2, 0, 1, 0
1092, 1980, Graduation, Married, 61014.0, 269, 129, 4, 3
4368, 1980, Graduation, Married, 47850.0, 42, 7, 1, 0
3179, 1980, Graduation, Single, 81741.0, 249, 153, 0, 6
9736, 1980, Graduation, Married, 41850.0, 53, 5, 3, 0
2853, 1980, Graduation, Single, 51766.0, 60, 51, 2, 2
3197, 1980, Graduation, Married, 77353.0, 275, 59, 2, 4
5892, 1980, Graduation, Married, 34968.0, 158, 6, 7, 2
9503, 1980, Graduation, Single, 28071.0, 39, 33, 2, 1
902, 1980, Graduation, Together, 62994.0, 224, 12, 1, 2
3933, 1980, Graduation, Together, 44010.0, 186, 36, 6, 2
8601, 1980, Graduation, Married, 80011.0, 421, 76, 2, 6
5633, 1980, Graduation, Married, 50183.0, 97, 12, 7, 1
6507, 1980, Graduation, Single, 30828.0, 16, 11, 2, 1
10262, 1980, Graduation, Married, 15072.0, 8, 2, 4, 1
7532, 1980, Graduation, Married, 43586.0, 99, 2, 3, 0
454, 1980, Graduation, Together, 69508.0, 824, 32, 2, 4
5687, 1980, Graduation, Divorced, 81702.0, 563, 50, 1, 7
4791, 1980, Graduation, Together, 44964.0, 19, 1, 1, 0
2964, 1981, Graduation, Married, 26872.0, 3, 10, 1, 1
11121, 1981, Graduation, Married, 19419.0, 2, 14, 4, 0
3120, 1981, Graduation, Together, 38547.0, 6, 1, 1, 0
4216, 1981, Graduation, Single, 91065.0, 822, 114, 1, 9
8416, 1981, Graduation, Married, 29009.0, 6, 6, 2, 0
4548, 1981, Graduation, Single, 41967.0, 23, 4, 1, 0
3537, 1981, Graduation, Together, 31089.0, 31, 3, 3, 0
749, 1981, Graduation, Together, 42162.0, 46, 7, 2, 1
10469, 1981, Graduation, Together, 88325.0, 519, 71, 1, 2
10669, 1981, Graduation, Married, 54386.0, 277, 21, 2, 2
6575, 1981, Graduation, Together, 56386.0, 230, 48, 8, 1
2918, 1981, Graduation, Divorced, 28510.0, 44, 5, 3, 0
938, 1981, Graduation, Married, 40211.0, 51, 1, 2, 1
7270, 1981, Graduation, Divorced, 56981.0, 908, 48, 1, 3
2781, 1981, Graduation, Single, 72066.0, 1003, 34, 1, 6
7005, 1981, Graduation, Single, 58684.0, 479, 35, 1, 3
6969, 1982, Graduation, Together, 50272.0, 99, 13, 3, 1
7119, 1982, Graduation, Single, 68627.0, 395, 15, 1, 3
8314, 1982, Graduation, Married, 79908.0, 557, 129, 1, 6
8079, 1982, Graduation, Married, 22448.0, 3, 1, 3, 1
9523, 1982, Graduation, Together, 40479.0, 5, 0, 1, 0
2961, 1982, Graduation, Married, 42081.0, 175, 10, 2, 3
2407, 1982, Graduation, Married, 69109.0, 823, 25, 1, 6
2130, 1982, Graduation, Together, 45203.0, 35, 3, 1, 1
9986, 1982, Graduation, Together, 19444.0, 16, 0, 3, 1
9360, 1982, Graduation, Married, 37040.0, 86, 2, 1, 2
942, 1982, Graduation, Single, 39660.0, 139, 13, 3, 1
10676, 1982, Graduation, Married, 63211.0, 145, 193, 2, 8
6460, 1982, Graduation, Married, 28718.0, 12, 4, 2, 0
9064, 1982, Graduation, Married, 69109.0, 823, 25, 1, 6
9495, 1982, Graduation, Together, 71853.0, 358, 108, 1, 8
2631, 1982, Graduation, Together, 71853.0, 358, 108, 1, 8
7937, 1982, Graduation, Married, 24711.0, 10, 7, 1, 0
8724, 1982, Graduation, Single, 28567.0, 11, 3, 2, 0
5628, 1982, Graduation, Together, 61416.0, 848, 154, 1, 3
5758, 1982, Graduation, Married, 65169.0, 1074, 0, 1, 4
8008, 1983, Graduation, Together, 36075.0, 46, 0, 1, 0
3698, 1983, Graduation, Together, 78687.0, 817, 185, 1, 6
9592, 1983, Graduation, Together, 22010.0, 11, 2, 2, 0
7610, 1983, Graduation, Together, 37292.0, 275, 0, 5, 3
3129, 1983, Graduation, Married, 30096.0, 5, 3, 1, 0
5423, 1983, Graduation, Together, 28359.0, 6, 0, 1, 0
2861, 1983, Graduation, Single, 24072.0, 9, 1, 1, 0
1502, 1983, Graduation, Together, 28427.0, 18, 3, 2, 0
7042, 1983, Graduation, Married, 36790.0, 3, 3, 1, 1
5756, 1983, Graduation, Together, 39453.0, 46, 0, 2, 0
3518, 1983, Graduation, Married, 25271.0, 10, 1, 1, 1
5424, 1983, Graduation, Married, 39922.0, 29, 12, 2, 0
5577, 1983, Graduation, Together, 43776.0, 8, 0, 1, 0
6810, 1983, Graduation, Divorced, 82025.0, 267, 98, 1, 2
10779, 1983, Graduation, Single, 22148.0, 15, 5, 1, 0
2254, 1983, Graduation, Married, 69520.0, 627, 120, 1, 6
3220, 1983, Graduation, Married, 39922.0, 29, 12, 2, 0
7516, 1983, Graduation, Married, 30096.0, 5, 3, 1, 0
7215, 1983, Graduation, Single, 101970.0, 722, 27, 0, 8
736, 1983, Graduation, Together, 28427.0, 18, 3, 2, 0
4338, 1983, Graduation, Single, 39062.0, 23, 0, 1, 0
10925, 1983, Graduation, Married, 76630.0, 255, 31, 1, 10
10602, 1983, Graduation, Married, 39922.0, 29, 12, 2, 0
7004, 1984, Graduation, Single, 11012.0, 24, 3, 3, 1
3032, 1984, Graduation, Married, 24570.0, 28, 34, 3, 0
9491, 1984, Graduation, Together, 23976.0, 14, 1, 3, 1
6568, 1984, Graduation, Married, 38680.0, 11, 0, 1, 0
6646, 1984, Graduation, Together, 16529.0, 3, 0, 1, 0
10340, 1984, Graduation, Together, 35196.0, 75, 12, 6, 1
3409, 1984, Graduation, Single, 36108.0, 141, 8, 3, 1
983, 1984, Graduation, Married, 40059.0, 110, 29, 1, 2
10702, 1984, Graduation, Single, 52413.0, 185, 8, 2, 1
10413, 1984, Graduation, Married, 72570.0, 274, 83, 1, 6
11071, 1984, Graduation, Single, 79607.0, 450, 133, 1, 6
8870, 1984, Graduation, Together, 35196.0, 75, 12, 6, 1
